,Temp,Irradiance,Time,Monat,Wochentag,TagArt,Verbrauch,WW,Heiz
2479,7.25,295.0,7,4,0,0,0.5551101663456166,0.5346996753246753,0.03354591497683604
2480,9.52,558.0,8,4,0,0,0.6252965195937518,0.4829545454545455,0.04161815523657629
2481,10.88,670.0,9,4,0,0,0.6239292555244621,0.3622159090909091,0.060453382509303565
2482,11.7,392.0,10,4,0,0,0.6093450806184149,0.3277191558441559,0.06583487601579707
2483,12.82,244.0,11,4,0,0,0.5952166597870411,0.2932224025974026,0.07121636952229057
2484,13.38,424.0,12,4,0,0,0.6499073115121655,0.2932224025974026,0.07121636952229057
2485,13.94,517.0,13,4,0,0,0.698217400291366,0.275974025974026,0.07390711627553734
2486,14.0,228.0,14,4,0,0,0.6034202640025719,0.24147727272727276,0.07928860978203084
2487,13.95,210.0,15,4,0,0,0.5382472283149615,0.2069805194805195,0.08467010328852434
2488,13.69,247.0,16,4,0,0,0.487202612547597,0.25872564935064934,0.07659786302878409
2489,12.89,67.0,17,4,0,0,0.4972292277377055,0.3622159090909091,0.060453382509303565
2490,11.02,0.0,18,4,0,0,0.6034202497661851,0.37946428571428575,0.05776263575605681
2491,8.42,0.0,19,4,0,0,0.7515407814554089,0.500202922077922,0.038927408483329554
2492,6.85,0.0,20,4,0,0,0.7952933185991856,0.5346996753246753,0.03354591497683604
2493,5.67,0.0,21,4,0,0,0.7241954639097737,0.4829545454545455,0.04161815523657629
2494,4.74,0.0,22,4,0,0,0.6708720755648389,0.275974025974026,0.07390711627553734
2495,3.95,0.0,23,4,0,0,0.5195612600678864,0.17248376623376627,0.09005159679501785
2496,3.36,0.0,0,4,1,0,0.35322067395521817,0.10349025974025974,0.10081458380800487
2497,2.77,0.0,1,4,1,0,0.23835591747126658,0.05174512987012987,0.10888682406774512
2498,2.19,0.0,2,4,1,0,0.2065751256706714,0.017248376623376624,0.11426831757423864
2499,1.65,0.0,3,4,1,0,0.19522484323446276,0.017248376623376624,0.11426831757423864
2500,1.31,0.0,4,4,1,0,0.19704088782161397,0.05174512987012987,0.10888682406774512
2501,1.25,74.0,5,4,1,0,0.21020721296121656,0.17248376623376627,0.09005159679501785
2502,3.17,244.0,6,4,1,0,0.33097419753855684,0.500202922077922,0.038927408483329554
2503,8.22,419.0,7,4,1,0,0.5529857071450563,0.5346996753246753,0.03354591497683604
2504,10.57,585.0,8,4,1,0,0.6229034505902794,0.4829545454545455,0.04161815523657629
2505,12.0,694.0,9,4,1,0,0.6215414187178037,0.3622159090909091,0.060453382509303565
2506,12.95,671.0,10,4,1,0,0.6070130590942501,0.3277191558441559,0.06583487601579707
2507,13.65,572.0,11,4,1,0,0.5929387087347298,0.2932224025974026,0.07121636952229057
2508,13.95,496.0,12,4,1,0,0.6474200542871256,0.2932224025974026,0.07121636952229057
2509,13.63,288.0,13,4,1,0,0.695545255746279,0.275974025974026,0.07390711627553734
2510,10.63,124.0,14,4,1,0,0.6011109169998987,0.24147727272727276,0.07928860978203084
2511,9.38,65.0,15,4,1,0,0.5361873048359175,0.2069805194805195,0.08467010328852434
2512,9.25,77.0,16,4,1,0,0.48533804212381576,0.25872564935064934,0.07659786302878409
2513,8.58,51.0,17,4,1,0,0.4953262843818244,0.3622159090909091,0.060453382509303565
2514,7.19,0.0,18,4,1,0,0.6011109028179962,0.37946428571428575,0.05776263575605681
2515,6.17,0.0,19,4,1,0,0.7486645634090628,0.500202922077922,0.038927408483329554
2516,5.31,0.0,20,4,1,0,0.7922496551041718,0.5346996753246753,0.03354591497683604
2517,4.79,0.0,21,4,1,0,0.7214238989171016,0.4829545454545455,0.04161815523657629
2518,4.68,0.0,22,4,1,0,0.668304584102629,0.275974025974026,0.07390711627553734
2519,4.59,0.0,23,4,1,0,0.5175728498138269,0.17248376623376627,0.09005159679501785
2520,4.4,0.0,0,4,2,0,0.3518669391939925,0.10349025974025974,0.10081458380800487
2521,4.16,0.0,1,4,2,0,0.23744240728001753,0.05174512987012987,0.10888682406774512
2522,3.86,0.0,2,4,2,0,0.20578341683692822,0.017248376623376624,0.11426831757423864
2523,3.71,0.0,3,4,2,0,0.19447663489078876,0.017248376623376624,0.11426831757423864
2524,3.53,0.0,4,4,2,0,0.19628571941441952,0.05174512987012987,0.10888682406774512
2525,3.34,8.0,5,4,2,0,0.20940158396284325,0.17248376623376627,0.09005159679501785
2526,3.41,86.0,6,4,2,0,0.3297057234562859,0.500202922077922,0.038927408483329554
2527,4.27,145.0,7,4,2,0,0.5508663636483649,0.5346996753246753,0.03354591497683604
2528,5.24,150.0,8,4,2,0,0.6205161436696036,0.4829545454545455,0.04161815523657629
2529,5.93,148.0,9,4,2,0,0.6191593322988677,0.3622159090909091,0.060453382509303565
2530,6.13,216.0,10,4,2,0,0.6046866534642354,0.3277191558441559,0.06583487601579707
2531,6.26,273.0,11,4,2,0,0.5906662435810907,0.2932224025974026,0.07121636952229057
2532,6.78,261.0,12,4,2,0,0.6449387867493621,0.2932224025974026,0.07121636952229057
2533,6.92,334.0,13,4,2,0,0.6928795462017323,0.275974025974026,0.07390711627553734
2534,7.66,377.0,14,4,2,0,0.5988071314642475,0.24147727272727276,0.07928860978203084
2535,8.01,188.0,15,4,2,0,0.5341323418759766,0.2069805194805195,0.08467010328852434
2536,6.79,149.0,16,4,2,0,0.48347796126668807,0.25872564935064934,0.07659786302878409
2537,5.89,43.0,17,4,2,0,0.49342792325367635,0.3622159090909091,0.060453382509303565
2538,4.96,0.0,18,4,2,0,0.5988071173366974,0.37946428571428575,0.05776263575605681
2539,4.65,0.0,19,4,2,0,0.7457952711072942,0.500202922077922,0.038927408483329554
2540,4.17,0.0,20,4,2,0,0.7892133212843877,0.5346996753246753,0.03354591497683604
2541,3.7,0.0,21,4,2,0,0.7186590082245946,0.4829545454545455,0.04161815523657629
2542,3.3,0.0,22,4,2,0,0.6657432757466661,0.275974025974026,0.07390711627553734
2543,2.7,0.0,23,4,2,0,0.5155892273513903,0.17248376623376627,0.09005159679501785
2544,2.07,0.0,0,4,3,0,0.3505167967598913,0.10349025974025974,0.10081458380800487
2545,1.78,0.0,1,4,3,0,0.23653132116691752,0.05174512987012987,0.10888682406774512
2546,1.44,0.0,2,4,3,0,0.20499380893685826,0.017248376623376624,0.11426831757423864
2547,1.21,0.0,3,4,3,0,0.1937304120142168,0.017248376623376624,0.11426831757423864
2548,1.03,0.0,4,4,3,0,0.19553255491658594,0.05174512987012987,0.10888682406774512
2549,1.14,70.0,5,4,3,0,0.20859809282762237,0.17248376623376627,0.09005159679501785
2550,2.33,150.0,6,4,3,0,0.3284406154018393,0.500202922077922,0.038927408483329554
2551,4.0,345.0,7,4,3,0,0.5487526436924957,0.5346996753246753,0.03354591497683604
2552,5.1,362.0,8,4,3,0,0.6181351723411359,0.4829545454545455,0.04161815523657629
2553,6.55,485.0,9,4,3,0,0.6167835670782001,0.3622159090909091,0.060453382509303565
2554,7.5,316.0,10,4,3,0,0.6023664205947666,0.3277191558441559,0.06583487601579707
2555,8.02,358.0,11,4,3,0,0.5883998085978023,0.2932224025974026,0.07121636952229057
2556,8.31,413.0,12,4,3,0,0.6424641035494146,0.2932224025974026,0.07121636952229057
2557,8.5,385.0,13,4,3,0,0.6902209103897808,0.275974025974026,0.07390711627553734
2558,8.69,161.0,14,4,3,0,0.5965094588642826,0.24147727272727276,0.07928860978203084
2559,8.31,63.0,15,4,3,0,0.5320828319785208,0.2069805194805195,0.08467010328852434
2560,8.03,41.0,16,4,3,0,0.4816228166388415,0.25872564935064934,0.07659786302878409
2561,7.71,65.0,17,4,3,0,0.4915345995622987,0.3622159090909091,0.060453382509303565
2562,6.73,0.0,18,4,3,0,0.5965094447909413,0.37946428571428575,0.05776263575605681
2563,5.53,0.0,19,4,3,0,0.7429335932112023,0.500202922077922,0.038927408483329554
2564,3.94,0.0,20,4,3,0,0.7861850449345265,0.5346996753246753,0.03354591497683604
2565,3.39,0.0,21,4,3,0,0.7159014544043074,0.4829545454545455,0.04161815523657629
2566,2.52,0.0,22,4,3,0,0.6631887635897635,0.275974025974026,0.07390711627553734
2567,2.46,0.0,23,4,3,0,0.5136108690307579,0.17248376623376627,0.09005159679501785
2568,1.97,0.0,0,4,4,0,0.34917056786308676,0.10349025974025974,0.10081458380800487
2569,1.15,0.0,1,4,4,0,0.23562287598600073,0.05174512987012987,0.10888682406774512
2570,1.24,0.0,2,4,4,0,0.2042064897666822,0.017248376623376624,0.11426831757423864
2571,1.43,0.0,3,4,4,0,0.19298635214526919,0.017248376623376624,0.11426831757423864
2572,1.7,0.0,4,4,4,0,0.1947815735779181,0.05174512987012987,0.10888682406774512
2573,1.59,30.0,5,4,4,0,0.207796930725357,0.17248376623376627,0.09005159679501785
2574,2.3,145.0,6,4,4,0,0.3271791744339116,0.500202922077922,0.038927408483329554
2575,3.67,267.0,7,4,4,0,0.5466450510660995,0.5346996753246753,0.03354591497683604
2576,5.31,278.0,8,4,4,0,0.6157611020176851,0.4829545454545455,0.04161815523657629
2577,6.72,326.0,9,4,4,0,0.6144146880187996,0.3622159090909091,0.060453382509303565
2578,8.05,351.0,10,4,4,0,0.6000529137537496,0.3277191558441559,0.06583487601579707
2579,9.08,385.0,11,4,4,0,0.5861399431086193,0.2932224025974026,0.07121636952229057
2580,9.85,576.0,12,4,4,0,0.6399965934902752,0.2932224025974026,0.07121636952229057
2581,11.02,544.0,13,4,4,0,0.6875699807451201,0.275974025974026,0.07390711627553734
2582,11.63,557.0,14,4,4,0,0.5942184470701778,0.24147727272727276,0.07928860978203084
2583,11.65,382.0,15,4,4,0,0.530039263188819,0.2069805194805195,0.08467010328852434
2584,11.31,243.0,16,4,4,0,0.4797730490553567,0.25872564935064934,0.07659786302878409
2585,10.55,60.0,17,4,4,0,0.48964676401861584,0.3622159090909091,0.060453382509303565
2586,9.41,0.0,18,4,4,0,0.594218433050888,0.37946428571428575,0.05776263575605681
2587,7.96,0.0,19,4,4,0,0.7400802102852836,0.500202922077922,0.038927408483329554
2588,6.9,0.0,20,4,4,0,0.7831655462024887,0.5346996753246753,0.03354591497683604
2589,5.96,0.0,21,4,4,0,0.713151893730936,0.4829545454545455,0.04161815523657629
2590,5.07,0.0,22,4,4,0,0.6606416566764328,0.275974025974026,0.07390711627553734
2591,4.35,0.0,23,4,4,0,0.5116382453545635,0.17248376623376627,0.09005159679501785
2592,3.85,0.0,0,4,5,1,0.3585585007429113,0.12073863636363638,0.0981238370547581
2593,3.46,0.0,1,4,5,1,0.27853117909281633,0.0689935064935065,0.10619607731449837
2594,3.12,0.0,2,4,5,1,0.2163869823608289,0.03449675324675325,0.11157757082099189
2595,3.02,0.0,3,4,5,1,0.19850375879109977,0.03449675324675325,0.11157757082099189
2596,2.98,0.0,4,4,5,1,0.19269171150365155,0.03449675324675325,0.11157757082099189
2597,2.98,39.0,5,4,5,1,0.1949271136259086,0.03449675324675325,0.11157757082099189
2598,4.72,63.0,6,4,5,1,0.22577566748471367,0.0689935064935065,0.10619607731449837
2599,6.1,151.0,7,4,5,1,0.34648740545997664,0.10349025974025974,0.10081458380800487
2600,7.76,240.0,8,4,5,1,0.5293433449045846,0.3104707792207792,0.06852562276904384
2601,9.31,632.0,9,4,5,1,0.6469255309280781,0.5174512987012987,0.03623666173008279
2602,10.5,703.0,10,4,5,1,0.7104109691403334,0.5864448051948052,0.025473674717095773
2603,11.23,803.0,11,4,5,1,0.7564602658224958,0.6209415584415584,0.020092181210602272
2604,12.64,801.0,12,4,5,1,0.7944621103700729,0.5346996753246753,0.03354591497683604
2605,13.51,725.0,13,4,5,1,0.8168161417594598,0.44845779220779225,0.04699964874306979
2606,13.92,593.0,14,4,5,1,0.7475186618459204,0.37946428571428575,0.05776263575605681
2607,13.87,402.0,15,4,5,1,0.6809036608026766,0.3277191558441559,0.06583487601579707
2608,13.72,253.0,16,4,5,1,0.6482667786851509,0.34496753246753253,0.06314412926255031
2609,12.79,61.0,17,4,5,1,0.6809036534289413,0.37946428571428575,0.05776263575605681
2610,11.23,0.0,18,4,5,1,0.7765788851027339,0.413961038961039,0.052381142249563306
2611,10.87,0.0,19,4,5,1,0.8785132497005163,0.413961038961039,0.052381142249563306
2612,10.07,0.0,20,4,5,1,0.8601829580101185,0.37946428571428575,0.05776263575605681
2613,9.14,0.0,21,4,5,1,0.7059401778774793,0.3104707792207792,0.06852562276904384
2614,8.63,0.0,22,4,5,1,0.6183123829233804,0.25872564935064934,0.07659786302878409
2615,8.22,0.0,23,4,5,1,0.5861225903556269,0.17248376623376627,0.09005159679501785
2616,7.78,0.0,0,4,6,2,0.41596748784958965,0.14488636363636365,0.09435679160021265
2617,7.41,0.0,1,4,6,2,0.31219838082024604,0.08279220779220779,0.10404347991190097
2618,7.46,0.0,2,4,6,2,0.23025187184934998,0.041396103896103896,0.11050127211969318
2619,8.34,0.0,3,4,6,2,0.20263945975968817,0.041396103896103896,0.11050127211969318
2620,7.03,0.0,4,4,6,2,0.19195078403110516,0.041396103896103896,0.11050127211969318
2621,7.09,9.0,5,4,6,2,0.19284150667619035,0.041396103896103896,0.11050127211969318
2622,7.8,46.0,6,4,6,2,0.19373222936625686,0.08279220779220779,0.10404347991190097
2623,8.71,121.0,7,4,6,2,0.2400498147601424,0.12418831168831168,0.09758568770410876
2624,9.01,178.0,8,4,6,2,0.40572426517200194,0.37256493506493504,0.058838934457355524
2625,8.71,207.0,9,4,6,2,0.642211193024493,0.6209415584415584,0.020092181210602272
2626,8.88,545.0,10,4,6,2,0.7963062616454414,0.7037337662337663,0.0071765967950178505
2627,9.96,389.0,11,4,6,2,0.8773620451889115,0.7451298701298701,0.0007188045872256604
2628,11.32,231.0,12,4,6,2,0.9508466886941377,0.6416396103896104,0.016863285106706163
2629,12.44,237.0,13,4,6,2,0.835498087642586,0.5381493506493507,0.03300776562618668
2630,12.72,454.0,14,4,6,2,0.6359761555410832,0.45535714285714285,0.0459233500417711
2631,12.63,427.0,15,4,6,2,0.5660544036178391,0.393262987012987,0.055610038353459415
2632,12.21,288.0,16,4,6,2,0.4943512109674663,0.413961038961039,0.052381142249563306
2633,11.56,96.0,17,4,6,2,0.4720831330362492,0.45535714285714285,0.0459233500417711
2634,10.36,0.0,18,4,6,2,0.5611554159360576,0.4967532467532467,0.0394655578339789
2635,9.1,0.0,19,4,6,2,0.692537043185188,0.4967532467532467,0.0394655578339789
2636,7.42,0.0,20,4,6,2,0.7192587401314211,0.45535714285714285,0.0459233500417711
2637,6.67,0.0,21,4,6,2,0.6497823544311212,0.37256493506493504,0.058838934457355524
2638,5.92,0.0,22,4,6,2,0.6123719945314262,0.3104707792207792,0.06852562276904384
2639,5.09,0.0,23,4,6,2,0.4792089271069974,0.2069805194805195,0.08467010328852434
2640,4.35,0.0,0,4,0,0,0.3451585259635497,0.10349025974025974,0.10081458380800487
2641,4.35,0.0,1,4,0,0,0.23291552052597514,0.05174512987012987,0.10888682406774512
2642,4.4,0.0,2,4,0,0,0.20186011506927432,0.017248376623376624,0.11426831757423864
2643,3.11,0.0,3,4,0,0,0.1907688991356595,0.017248376623376624,0.11426831757423864
2644,2.04,0.0,4,4,0,0,0.1925434930816748,0.05174512987012987,0.10888682406774512
2645,2.0,104.0,5,4,0,0,0.2054093010765892,0.17248376623376627,0.09005159679501785
2646,5.1,285.0,6,4,0,0,0.323419818215662,0.500202922077922,0.038927408483329554
2647,8.55,459.0,7,4,0,0,0.5403639864374408,0.5346996753246753,0.03354591497683604
2648,11.23,625.0,8,4,0,0,0.6086858801353296,0.4829545454545455,0.04161815523657629
2649,13.35,738.0,9,4,0,0,0.6073549364721593,0.3622159090909091,0.060453382509303565
2650,14.94,819.0,10,4,0,0,0.5931581817725465,0.3277191558441559,0.06583487601579707
2651,16.16,772.0,11,4,0,0,0.5794050740779649,0.2932224025974026,0.07121636952229057
2652,16.97,800.0,12,4,0,0,0.6326429002253688,0.2932224025974026,0.07121636952229057
2653,17.53,720.0,13,4,0,0,0.6796696596010912,0.275974025974026,0.07390711627553734
2654,17.77,620.0,14,4,0,0,0.5873907544670343,0.24147727272727276,0.07928860978203084
2655,17.55,455.0,15,4,0,0,0.5239490025030825,0.2069805194805195,0.08467010328852434
2656,17.02,209.0,16,4,0,0,0.47426035779659925,0.25872564935064934,0.07659786302878409
2657,15.81,67.0,17,4,0,0,0.4840206218629861,0.3622159090909091,0.060453382509303565
2658,13.89,0.0,18,4,0,0,0.587390740608829,0.37946428571428575,0.05776263575605681
2659,12.81,0.0,19,4,0,0,0.7315765362157943,0.500202922077922,0.038927408483329554
2660,11.87,0.0,20,4,0,0,0.7741668123862894,0.5346996753246753,0.03354591497683604
2661,11.07,0.0,21,4,0,0,0.7049576312321109,0.4829545454545455,0.04161815523657629
2662,10.44,0.0,22,4,0,0,0.6530507476392206,0.275974025974026,0.07390711627553734
2663,9.73,0.0,23,4,0,0,0.505759416148764,0.17248376623376627,0.09005159679501785
2664,9.0,0.0,0,4,1,0,0.3438310982299763,0.10349025974025974,0.10081458380800487
2665,8.4,0.0,1,4,1,0,0.23201976249805836,0.05174512987012987,0.10888682406774512
2666,7.97,0.0,2,4,1,0,0.20108379144654395,0.017248376623376624,0.11426831757423864
2667,7.76,0.0,3,4,1,0,0.1900352306725459,0.017248376623376624,0.11426831757423864
2668,7.44,0.0,4,4,1,0,0.19180299981326618,0.05174512987012987,0.10888682406774512
2669,7.39,23.0,5,4,1,0,0.20461932785051717,0.17248376623376627,0.09005159679501785
2670,7.94,114.0,6,4,1,0,0.3221759942867219,0.500202922077922,0.038927408483329554
2671,9.69,225.0,7,4,1,0,0.5382858281128173,0.5346996753246753,0.03354591497683604
2672,11.0,309.0,8,4,1,0,0.6063449658528629,0.4829545454545455,0.04161815523657629
2673,12.3,217.0,9,4,1,0,0.605019140584427,0.3622159090909091,0.060453382509303565
2674,13.55,422.0,10,4,1,0,0.5908769848776069,0.3277191558441559,0.06583487601579707
2675,14.65,272.0,11,4,1,0,0.5771767695989766,0.2932224025974026,0.07121636952229057
2676,15.36,237.0,12,4,1,0,0.630209851109579,0.2932224025974026,0.07121636952229057
2677,15.83,223.0,13,4,1,0,0.6770557525755764,0.275974025974026,0.07390711627553734
2678,15.53,176.0,14,4,1,0,0.5851317377513232,0.24147727272727276,0.07928860978203084
2679,15.18,99.0,15,4,1,0,0.5219339733412418,0.2069805194805195,0.08467010328852434
2680,14.36,58.0,16,4,1,0,0.47243642377608824,0.25872564935064934,0.07659786302878409
2681,13.1,44.0,17,4,1,0,0.4821591511091442,0.3622159090909091,0.060453382509303565
2682,11.56,0.0,18,4,1,0,0.5851317239464147,0.37946428571428575,0.05776263575605681
2683,10.6,0.0,19,4,1,0,0.7287630029725155,0.500202922077922,0.038927408483329554
2684,10.09,0.0,20,4,1,0,0.7711894834641806,0.5346996753246753,0.03354591497683604
2685,9.61,0.0,21,4,1,0,0.7022464705001606,0.4829545454545455,0.04161815523657629
2686,8.99,0.0,22,4,1,0,0.65053921270379,0.275974025974026,0.07390711627553734
2687,8.15,0.0,23,4,1,0,0.5038143416162882,0.17248376623376627,0.09005159679501785
2688,7.49,0.0,0,4,2,0,0.3425091411001226,0.10349025974025974,0.10081458380800487
2689,7.02,0.0,1,4,2,0,0.23112769602660957,0.05174512987012987,0.10888682406774512
2690,6.73,0.0,2,4,2,0,0.20031066719669927,0.017248376623376624,0.11426831757423864
2691,6.69,0.0,3,4,2,0,0.189304585751065,0.017248376623376624,0.11426831757423864
2692,6.86,0.0,4,4,2,0,0.1910655581996898,0.05174512987012987,0.10888682406774512
2693,7.21,32.0,5,4,2,0,0.20383261022369997,0.17248376623376627,0.09005159679501785
2694,7.75,51.0,6,4,2,0,0.32093729636222945,0.500202922077922,0.038927408483329554
2695,8.76,194.0,7,4,2,0,0.5362162341952686,0.5346996753246753,0.03354591497683604
2696,9.26,192.0,8,4,2,0,0.60401369867342,0.4829545454545455,0.04161815523657629
2697,10.2,163.0,9,4,2,0,0.6026929711084316,0.3622159090909091,0.060453382509303565
2698,11.4,88.0,10,4,2,0,0.5886051890389531,0.3277191558441559,0.06583487601579707
2699,12.07,159.0,11,4,2,0,0.5749576480177739,0.2932224025974026,0.07121636952229057
2700,12.59,144.0,12,4,2,0,0.6277868287374871,0.2932224025974026,0.07121636952229057
2701,13.1,117.0,13,4,2,0,0.6744526176312128,0.275974025974026,0.07390711627553734
2702,12.58,105.0,14,4,2,0,0.5828820312300813,0.24147727272727276,0.07928860978203084
2703,11.42,277.0,15,4,2,0,0.519927249045578,0.2069805194805195,0.08467010328852434
2704,10.93,55.0,16,4,2,0,0.4706200065523257,0.25872564935064934,0.07659786302878409
2705,10.36,28.0,17,4,2,0,0.480305352336868,0.3622159090909091,0.060453382509303565
2706,9.58,0.0,18,4,2,0,0.5828820174782496,0.37946428571428575,0.05776263575605681
2707,9.0,0.0,19,4,2,0,0.7259610645151024,0.500202922077922,0.038927408483329554
2708,8.67,0.0,20,4,2,0,0.7682244244948742,0.5346996753246753,0.03354591497683604
2709,8.3,0.0,21,4,2,0,0.6995464826312512,0.4829545454545455,0.04161815523657629
2710,7.9,0.0,22,4,2,0,0.6480380283763797,0.275974025974026,0.07390711627553734
2711,7.58,0.0,23,4,2,0,0.5018772831712336,0.17248376623376627,0.09005159679501785
2712,7.19,0.0,0,4,3,0,0.3411929559924685,0.10349025974025974,0.10081458380800487
2713,7.14,0.0,1,4,3,0,0.2302395246062669,0.05174512987012987,0.10888682406774512
2714,7.04,0.0,2,4,3,0,0.19954091864577272,0.017248376623376624,0.11426831757423864
2715,7.03,0.0,3,4,3,0,0.18857713107128654,0.017248376623376624,0.11426831757423864
2716,6.79,0.0,4,4,3,0,0.19033133651535455,0.05174512987012987,0.10888682406774512
2717,6.82,55.0,5,4,3,0,0.2030493276258657,0.17248376623376627,0.09005159679501785
2718,7.09,290.0,6,4,3,0,0.3197040069686543,0.500202922077922,0.038927408483329554
2719,7.75,251.0,7,4,3,0,0.5341556765368445,0.5346996753246753,0.03354591497683604
2720,8.46,487.0,8,4,3,0,0.601692610723773,0.4829545454545455,0.04161815523657629
2721,9.31,121.0,9,4,3,0,0.6003769588215132,0.3622159090909091,0.060453382509303565
2722,10.23,461.0,10,4,3,0,0.5863433124392091,0.3277191558441559,0.06583487601579707
2723,11.19,102.0,11,4,3,0,0.572748215821886,0.2932224025974026,0.07121636952229057
2724,12.17,393.0,12,4,3,0,0.6253743859271819,0.2932224025974026,0.07121636952229057
2725,13.06,257.0,13,4,3,0,0.6718608489687354,0.275974025974026,0.07390711627553734
2726,13.3,171.0,14,4,3,0,0.5806421476882007,0.24147727272727276,0.07928860978203084
2727,13.41,186.0,15,4,3,0,0.5179292861745685,0.2069805194805195,0.08467010328852434
2728,12.98,195.0,16,4,3,0,0.46881152040152513,0.25872564935064934,0.07659786302878409
2729,12.39,74.0,17,4,3,0,0.478459647469159,0.3622159090909091,0.060453382509303565
2730,11.44,0.0,18,4,3,0,0.580642133989214,0.37946428571428575,0.05776263575605681
2731,9.52,0.0,19,4,3,0,0.7231713604752226,0.500202922077922,0.038927408483329554
2732,8.67,0.0,20,4,3,0,0.7652723119945747,0.5346996753246753,0.03354591497683604
2733,7.78,0.0,21,4,3,0,0.6968582838668731,0.4829545454545455,0.04161815523657629
2734,7.06,0.0,22,4,3,0,0.6455477650177287,0.275974025974026,0.07390711627553734
2735,6.33,0.0,23,4,3,0,0.4999486825283102,0.17248376623376627,0.09005159679501785
2736,5.6,0.0,0,4,4,0,0.33988284117681555,0.10349025974025974,0.10081458380800487
2737,5.19,0.0,1,4,4,0,0.2293554494826119,0.05174512987012987,0.10888682406774512
2738,5.27,0.0,2,4,4,0,0.19877472018560824,0.017248376623376624,0.11426831757423864
2739,3.94,0.0,3,4,4,0,0.18785303148905394,0.017248376623376624,0.11426831757423864
2740,2.78,0.0,4,4,4,0,0.18960050110048074,0.05174512987012987,0.10888682406774512
2741,2.8,76.0,5,4,4,0,0.2022696575975349,0.17248376623376627,0.09005159679501785
2742,5.84,201.0,6,4,4,0,0.3184764055737491,0.500202922077922,0.038927408483329554
2743,7.65,362.0,7,4,4,0,0.5321046220416696,0.5346996753246753,0.03354591497683604
2744,10.1,590.0,8,4,4,0,0.5993822278333352,0.4829545454545455,0.04161815523657629
2745,12.72,683.0,9,4,4,0,0.5980716273040311,0.3622159090909091,0.060453382509303565
2746,14.04,267.0,10,4,4,0,0.5840918678632634,0.3277191558441559,0.06583487601579707
2747,14.67,501.0,11,4,4,0,0.5705489736512946,0.2932224025974026,0.07121636952229057
2748,14.88,163.0,12,4,4,0,0.6229730696492043,0.2932224025974026,0.07121636952229057
2749,12.97,149.0,13,4,4,0,0.6692810335918981,0.275974025974026,0.07390711627553734
2750,13.3,250.0,14,4,4,0,0.578412594063026,0.24147727272727276,0.07928860978203084
2751,14.17,69.0,15,4,4,0,0.5159405381380117,0.2069805194805195,0.08467010328852434
2752,14.59,155.0,16,4,4,0,0.4670113751017871,0.25872564935064934,0.07659786302878409
2753,13.49,74.0,17,4,4,0,0.47662245528033936,0.3622159090909091,0.060453382509303565
2754,11.7,0.0,18,4,4,0,0.5784125804166409,0.37946428571428575,0.05776263575605681
2755,9.76,0.0,19,4,4,0,0.720394522837752,0.500202922077922,0.038927408483329554
2756,8.6,0.0,20,4,4,0,0.7623338143828822,0.5346996753246753,0.03354591497683604
2757,7.98,0.0,21,4,4,0,0.6941824828017236,0.4829545454545455,0.04161815523657629
2758,7.48,0.0,22,4,4,0,0.643068986691218,0.275974025974026,0.07390711627553734
2759,7.23,0.0,23,4,4,0,0.4980289764543039,0.17248376623376627,0.09005159679501785
2760,7.61,0.0,0,4,5,1,0.34902369083456847,0.12073863636363638,0.0981238370547581
2761,7.35,0.0,1,4,5,1,0.271124460705761,0.0689935064935065,0.10619607731449837
2762,7.18,0.0,2,4,5,1,0.2106328063054361,0.03449675324675325,0.11157757082099189
2763,6.95,0.0,3,4,5,1,0.1932251345037009,0.03449675324675325,0.11157757082099189
2764,6.88,0.0,4,4,5,1,0.18756764153479152,0.03449675324675325,0.11157757082099189
2765,7.12,20.0,5,4,5,1,0.18974359971358276,0.03449675324675325,0.11157757082099189
2766,8.05,138.0,6,4,5,1,0.2197718269317918,0.0689935064935065,0.10619607731449837
2767,7.73,78.0,7,4,5,1,0.3372735908471493,0.10349025974025974,0.10081458380800487
2768,8.01,223.0,8,4,5,1,0.515267013640466,0.3104707792207792,0.06852562276904384
2769,9.4,377.0,9,4,5,1,0.6297224468997811,0.5174512987012987,0.03623666173008279
2770,11.61,369.0,10,4,5,1,0.6915196762163776,0.5864448051948052,0.025473674717095773
2771,12.77,467.0,11,4,5,1,0.7363444272525687,0.6209415584415584,0.020092181210602272
2772,13.33,150.0,12,4,5,1,0.7733357244034619,0.5346996753246753,0.03354591497683604
2773,13.45,493.0,13,4,5,1,0.7950953160878338,0.44845779220779225,0.04699964874306979
2774,12.74,581.0,14,4,5,1,0.7276405991949634,0.37946428571428575,0.05776263575605681
2775,12.92,397.0,15,4,5,1,0.6627970284182658,0.3277191558441559,0.06583487601579707
2776,12.59,179.0,16,4,5,1,0.6310280285023258,0.34496753246753253,0.06314412926255031
2777,11.9,74.0,17,4,5,1,0.6627970212406132,0.37946428571428575,0.05776263575605681
2778,10.86,0.0,18,4,5,1,0.7559280509966332,0.413961038961039,0.052381142249563306
2779,9.34,0.0,19,4,5,1,0.8551517707417561,0.413961038961039,0.052381142249563306
2780,7.77,0.0,20,4,5,1,0.8373089190503101,0.37946428571428575,0.05776263575605681
2781,6.42,0.0,21,4,5,1,0.6871677728527026,0.3104707792207792,0.06852562276904384
2782,5.45,0.0,22,4,5,1,0.6018701815391532,0.25872564935064934,0.07659786302878409
2783,5.01,0.0,23,4,5,1,0.570536381969746,0.17248376623376627,0.09005159679501785
