,P,strahlung,H_sun,temp,WS10m,Int,month,day,hour,art,strom,ww,heiz
8760,0.0,0.0,0.0,1.29,2.0,0.0,1,1,0,0,0.16825138,0.12157337,0.5901184
8761,0.0,0.0,0.0,1.13,1.79,0.0,1,1,1,0,0.080936626,0.055555295,0.6012871
8762,0.0,0.0,0.0,0.81,1.86,0.0,1,1,2,0,0.04985853,0.023419,0.61298895
8763,0.0,0.0,0.0,0.33,1.79,0.0,1,1,3,0,0.039763287,0.020754125,0.61256576
8764,0.0,0.0,0.0,-0.42,1.79,0.0,1,1,4,0,0.041374985,0.06841601,0.60327584
8765,0.0,0.0,0.0,-1.22,1.52,0.0,1,1,5,0,0.052730642,0.21279481,0.5826966
8766,0.0,0.0,0.0,-1.65,1.66,0.0,1,1,6,0,0.20189223,0.57968456,0.53113526
8767,0.0,0.0,0.0,-1.04,1.93,0.0,1,1,7,0,0.495897,0.6149228,0.52665174
8768,1027.4,133.14,7.44,0.24,2.21,0.0,1,1,8,0,0.56083524,0.55520505,0.5331021
8769,674.3,92.92,13.31,1.15,2.28,0.0,1,1,9,0,0.51441187,0.41405678,0.5581695
8770,1293.0,163.1,17.19,1.75,1.72,0.0,1,1,10,0,0.4758441,0.36987308,0.5660757
8771,1294.3,163.54,18.71,2.34,2.34,0.0,1,1,11,0,0.4701927,0.33989218,0.5708441
8772,625.1,87.98,17.71,2.78,2.76,0.0,1,1,12,0,0.51786596,0.33594507,0.5709821
8773,940.0,123.7,14.31,2.51,1.86,0.0,1,1,13,0,0.5563488,0.30760914,0.5748854
8774,815.3,109.77,8.82,2.29,1.1,0.0,1,1,14,0,0.484192,0.26786083,0.581752
8775,0.0,0.0,0.0,3.07,0.34,0.0,1,1,15,0,0.4128593,0.23261052,0.5883887
8776,0.0,0.0,0.0,2.32,0.83,0.0,1,1,16,0,0.38874313,0.28542867,0.5747323
8777,0.0,0.0,0.0,0.75,1.17,0.0,1,1,17,0,0.47172257,0.4108003,0.5549188
8778,0.0,0.0,0.0,0.25,1.1,0.0,1,1,18,0,0.66677684,0.43181714,0.5554344
8779,0.0,0.0,0.0,-1.23,1.45,0.0,1,1,19,0,0.8396496,0.56591976,0.5329501
8780,0.0,0.0,0.0,-0.28,1.1,0.0,1,1,20,0,0.8062851,0.6106809,0.5262136
8781,0.0,0.0,0.0,-0.36,1.03,0.0,1,1,21,0,0.6404989,0.56361914,0.53200024
8782,0.0,0.0,0.0,-0.42,0.9,0.0,1,1,22,0,0.51722777,0.3080382,0.5694416
8783,0.0,0.0,0.0,-0.72,0.83,0.0,1,1,23,0,0.36393622,0.19260871,0.5855275
8784,0.0,0.0,0.0,-1.11,0.83,0.0,1,2,0,0,0.1669283,0.12067036,0.5887799
8785,0.0,0.0,0.0,-1.28,0.9,0.0,1,2,1,0,0.07908043,0.055131137,0.6001315
8786,0.0,0.0,0.0,-1.61,1.03,0.0,1,2,2,0,0.04804376,0.023601025,0.6119354
8787,0.0,0.0,0.0,-1.46,0.97,0.0,1,2,3,0,0.038672198,0.020781042,0.61179155
8788,0.0,0.0,0.0,-1.58,0.9,0.0,1,2,4,0,0.041149266,0.06885126,0.60293764
8789,0.0,0.0,0.0,-2.12,1.03,0.0,1,2,5,0,0.052569866,0.21327932,0.5823395
8790,0.0,0.0,0.0,-2.49,1.24,0.0,1,2,6,0,0.20222795,0.5799931,0.5306618
8791,0.0,0.0,0.0,-1.32,2.14,0.0,1,2,7,0,0.49622437,0.615131,0.5264908
8792,359.3,55.76,7.46,-0.72,2.48,0.0,1,2,8,0,0.5609863,0.5537773,0.5328212
8793,148.6,29.33,13.35,-0.44,2.55,0.0,1,2,9,0,0.5160012,0.41404414,0.5573872
8794,327.6,52.03,17.25,-0.06,2.41,0.0,1,2,10,0,0.47710574,0.3693708,0.56517386
8795,272.9,45.41,18.79,0.44,2.62,0.0,1,2,11,0,0.46962363,0.3397373,0.57021254
8796,334.5,52.97,17.81,0.61,3.03,0.0,1,2,12,0,0.5180224,0.33635506,0.5702957
8797,389.2,59.6,14.42,0.63,2.62,0.0,1,2,13,0,0.5553844,0.30727112,0.5744726
8798,983.2,127.59,8.94,0.49,2.76,0.0,1,2,14,0,0.4845072,0.26802617,0.5812813
8799,0.0,0.0,0.0,0.49,2.55,0.0,1,2,15,0,0.41319492,0.2328461,0.5876733
8800,0.0,0.0,0.0,0.4,2.55,0.0,1,2,16,0,0.3889853,0.28561297,0.57419837
8801,0.0,0.0,0.0,0.42,2.55,0.0,1,2,17,0,0.47159076,0.41081214,0.5548938
8802,0.0,0.0,0.0,0.4,2.55,0.0,1,2,18,0,0.66699547,0.43180472,0.5554471
8803,0.0,0.0,0.0,0.3,2.41,0.0,1,2,19,0,0.8404804,0.5650822,0.5332395
8804,0.0,0.0,0.0,0.19,2.48,0.0,1,2,20,0,0.806474,0.6102237,0.5263137
8805,0.0,0.0,0.0,0.06,2.55,0.0,1,2,21,0,0.64042807,0.5628759,0.53216195
8806,0.0,0.0,0.0,-0.12,2.41,0.0,1,2,22,0,0.5170804,0.30803514,0.5694694
8807,0.0,0.0,0.0,-0.23,2.41,0.0,1,2,23,0,0.36389017,0.19279635,0.5855482
8808,0.0,0.0,0.0,-0.31,2.48,0.0,1,3,0,0,0.1673684,0.12097071,0.5892262
8809,0.0,0.0,0.0,-0.45,2.48,0.0,1,3,1,0,0.07971528,0.0552769,0.6005297
8810,0.0,0.0,0.0,-0.49,2.48,0.0,1,3,2,0,0.04887574,0.023516603,0.6124231
8811,0.0,0.0,0.0,-0.48,2.55,0.0,1,3,3,0,0.039265957,0.020766305,0.6122155
8812,0.0,0.0,0.0,-0.49,2.55,0.0,1,3,4,0,0.041361336,0.06844218,0.6032555
8813,0.0,0.0,0.0,-0.63,2.41,0.0,1,3,5,0,0.052836314,0.21247773,0.5829307
8814,0.0,0.0,0.0,-0.7,2.34,0.0,1,3,6,0,0.20151314,0.5793356,0.5316707
8815,0.0,0.0,0.0,-0.48,2.14,0.0,1,3,7,0,0.4952423,0.6145063,0.5269736
8816,1061.4,136.75,7.49,-0.36,1.93,0.0,1,3,8,0,0.56178105,0.55570525,0.53277874
8817,430.7,64.33,13.4,-0.33,2.0,0.0,1,3,9,0,0.51645017,0.41451636,0.55744076
8818,198.6,35.95,17.32,-0.02,2.48,0.0,1,3,10,0,0.47688937,0.36918592,0.5651799
8819,319.6,51.08,18.88,0.06,2.41,0.0,1,3,11,0,0.46991536,0.33984607,0.5700713
8820,1575.1,193.27,17.92,0.43,2.28,0.0,1,3,12,0,0.51901215,0.33705416,0.5701659
8821,962.3,125.32,14.54,0.74,1.93,0.0,1,3,13,0,0.5559298,0.3076038,0.57445055
8822,662.6,91.48,9.07,0.52,1.38,0.0,1,3,14,0,0.48380357,0.2677959,0.58132815
8823,0.0,0.0,0.0,0.12,1.1,0.0,1,3,15,0,0.41324303,0.23287989,0.5875706
8824,0.0,0.0,0.0,-0.14,1.03,0.0,1,3,16,0,0.3890535,0.28566486,0.57404816
8825,0.0,0.0,0.0,-0.42,1.03,0.0,1,3,17,0,0.47125527,0.41084227,0.5548302
8826,0.0,0.0,0.0,-0.48,0.97,0.0,1,3,18,0,0.6657119,0.43187773,0.55537283
8827,0.0,0.0,0.0,-0.53,0.62,0.0,1,3,19,0,0.84009576,0.5655605,0.5330788
8828,0.0,0.0,0.0,-0.81,0.69,0.0,1,3,20,0,0.8057217,0.61104393,0.5261276
8829,0.0,0.0,0.0,-0.97,0.69,0.0,1,3,21,0,0.6406017,0.564698,0.5317653
8830,0.0,0.0,0.0,-1.3,0.62,0.0,1,3,22,0,0.5176289,0.30800468,0.569364
8831,0.0,0.0,0.0,-1.71,0.69,0.0,1,3,23,0,0.36402902,0.19222993,0.58548546
8832,0.0,0.0,0.0,-2.3,0.83,0.0,1,4,0,1,0.18590926,0.13854767,0.5781016
8833,0.0,0.0,0.0,-2.6,0.9,0.0,1,4,1,1,0.11470908,0.08923412,0.58798456
8834,0.0,0.0,0.0,-2.79,0.97,0.0,1,4,2,1,0.06544142,0.05713787,0.5981213
8835,0.0,0.0,0.0,-2.9,0.9,0.0,1,4,3,1,0.036473382,0.03613784,0.6082083
8836,0.0,0.0,0.0,-3.12,1.03,0.0,1,4,4,1,0.03535277,0.03625304,0.6125945
8837,0.0,0.0,0.0,-3.58,1.1,0.0,1,4,5,1,0.04222578,0.04404972,0.61439764
8838,0.0,0.0,0.0,-3.74,1.17,0.0,1,4,6,1,0.06519049,0.06895375,0.6097915
8839,0.0,0.0,0.0,-3.11,1.03,0.0,1,4,7,1,0.15541998,0.16243073,0.587178
8840,387.7,58.57,7.53,-3.54,1.31,0.0,1,4,8,1,0.35873643,0.38417378,0.5586115
8841,301.2,48.24,13.46,-3.32,1.52,0.0,1,4,9,1,0.56143934,0.61462325,0.5302914
8842,874.6,114.44,17.4,-1.84,2.14,0.0,1,4,10,1,0.6438603,0.6985524,0.5112523
8843,668.0,91.76,18.98,-0.56,2.41,0.0,1,4,11,1,0.66116923,0.71154016,0.50523
8844,576.0,81.35,18.04,0.0,2.69,0.0,1,4,12,1,0.72169554,0.6156308,0.5230325
8845,1358.4,168.65,14.67,0.28,2.9,0.0,1,4,13,1,0.75342625,0.5245689,0.5385499
8846,533.0,76.25,9.21,0.1,2.97,0.0,1,4,14,1,0.67781097,0.4265758,0.5534903
8847,0.0,0.0,0.0,-0.43,2.34,0.0,1,4,15,1,0.605851,0.36633965,0.5645698
8848,0.0,0.0,0.0,-0.86,2.34,0.0,1,4,16,1,0.592786,0.38542253,0.5586481
8849,0.0,0.0,0.0,-0.95,2.48,0.0,1,4,17,1,0.7072433,0.43233773,0.5480972
8850,0.0,0.0,0.0,-1.55,2.62,0.0,1,4,18,1,0.85154873,0.45466092,0.54248965
8851,0.0,0.0,0.0,-1.42,3.24,0.0,1,4,19,1,0.9206398,0.46346134,0.5381081
8852,0.0,0.0,0.0,-1.42,3.38,0.0,1,4,20,1,0.8802855,0.42583048,0.54804224
8853,0.0,0.0,0.0,-1.42,2.9,0.0,1,4,21,1,0.6168509,0.35528302,0.5659618
8854,0.0,0.0,0.0,-1.46,2.97,0.0,1,4,22,1,0.51785725,0.2803938,0.5734952
8855,0.0,0.0,0.0,-1.37,3.86,0.0,1,4,23,1,0.44741046,0.18650046,0.5828681
8856,0.0,0.0,0.0,-1.37,3.24,0.0,1,5,0,2,0.233722,0.17954288,0.5718831
8857,0.0,0.0,0.0,-1.54,3.59,0.0,1,5,1,2,0.13914417,0.11224208,0.5814782
8858,0.0,0.0,0.0,-1.79,4.07,0.0,1,5,2,2,0.07204638,0.07024558,0.5914639
8859,0.0,0.0,0.0,-1.94,3.17,0.0,1,5,3,2,0.03901575,0.04540476,0.599783
8860,0.0,0.0,0.0,-2.01,3.1,0.0,1,5,4,2,0.036841094,0.04652946,0.6024154
8861,0.0,0.0,0.0,-1.98,3.72,0.0,1,5,5,2,0.03994696,0.053395666,0.6037066
8862,0.0,0.0,0.0,-2.07,3.72,0.0,1,5,6,2,0.038971778,0.0862283,0.60646147
8863,0.0,0.0,0.0,-1.69,2.9,0.0,1,5,7,2,0.050472803,0.13263403,0.5929367
8864,694.1,94.42,7.58,-1.46,3.45,0.0,1,5,8,2,0.15903383,0.39900917,0.54727066
8865,1028.0,131.18,13.53,-1.29,3.31,0.0,1,5,9,2,0.44210863,0.7277834,0.49936196
8866,931.9,121.06,17.49,-0.92,3.17,0.0,1,5,10,2,0.7127764,0.81276023,0.47978267
8867,375.6,57.7,19.09,-0.48,2.9,0.0,1,5,11,2,0.8786978,0.84611756,0.47301564
8868,281.5,46.35,18.16,-0.17,2.76,0.0,1,5,12,2,0.939284,0.77563125,0.49343088
8869,169.4,32.16,14.8,0.13,2.55,0.0,1,5,13,2,0.8755814,0.66108173,0.51807374
8870,87.0,20.81,9.35,0.34,2.34,0.0,1,5,14,2,0.6926331,0.54255587,0.5344008
8871,0.0,0.0,0.0,-0.08,1.66,0.0,1,5,15,2,0.49179298,0.45870414,0.54522985
8872,0.0,0.0,0.0,-1.6,1.66,0.0,1,5,16,2,0.42765126,0.46666178,0.5419382
8873,0.0,0.0,0.0,-2.02,1.66,0.0,1,5,17,2,0.42631787,0.5224585,0.5300444
8874,0.0,0.0,0.0,-2.53,1.66,0.0,1,5,18,2,0.5783629,0.5636539,0.5243007
8875,0.0,0.0,0.0,-2.43,1.38,0.0,1,5,19,2,0.6949646,0.5626437,0.52317446
8876,0.0,0.0,0.0,-3.05,1.45,0.0,1,5,20,2,0.6967689,0.5150369,0.5280473
8877,0.0,0.0,0.0,-3.83,1.52,0.0,1,5,21,2,0.5569903,0.4305552,0.53899837
8878,0.0,0.0,0.0,-3.87,1.45,0.0,1,5,22,2,0.48506978,0.34833226,0.55152035
8879,0.0,0.0,0.0,-3.48,1.24,0.0,1,5,23,2,0.36944643,0.22854953,0.57380325
8880,0.0,0.0,0.0,-3.58,1.17,0.0,1,6,0,0,0.16557528,0.1197471,0.58740085
8881,0.0,0.0,0.0,-5.15,1.79,0.0,1,6,1,0,0.07618114,0.0544564,0.5982734
8882,0.0,0.0,0.0,-3.79,1.17,0.0,1,6,2,0,0.046462838,0.023766184,0.6109853
8883,0.0,0.0,0.0,-3.51,0.97,0.0,1,6,3,0,0.03745793,0.020811927,0.61090416
8884,0.0,0.0,0.0,-3.51,0.83,0.0,1,6,4,0,0.040776297,0.06958119,0.60237473
8885,0.0,0.0,0.0,-3.72,0.9,0.0,1,6,5,0,0.052285206,0.21414268,0.5817045
8886,0.0,0.0,0.0,-3.84,0.83,0.0,1,6,6,0,0.2027684,0.58048904,0.5299007
8887,0.0,0.0,0.0,-3.57,0.76,0.0,1,6,7,0,0.49885488,0.61680275,0.5251974
8888,531.8,75.44,7.63,-3.41,0.9,0.0,1,6,8,0,0.5644593,0.5557975,0.5313623
8889,994.2,126.75,13.6,-3.68,1.1,0.0,1,6,9,0,0.5217692,0.41689667,0.55579436
8890,1253.3,155.51,17.58,-3.4,1.31,0.0,1,6,10,0,0.48139977,0.37127376,0.56374586
8891,548.8,77.57,19.2,-2.39,1.59,0.0,1,6,11,0,0.47163698,0.3404958,0.56913996
8892,553.5,78.52,18.29,-1.05,1.59,0.0,1,6,12,0,0.518709,0.33696932,0.5697824
8893,273.6,45.41,14.95,-0.23,1.45,0.0,1,6,13,0,0.55480707,0.30701834,0.5742723
8894,406.5,61.44,9.5,-0.36,1.31,0.0,1,6,14,0,0.483202,0.26763067,0.58114016
8895,0.0,0.0,0.0,0.44,0.69,0.0,1,6,15,0,0.4132014,0.23285064,0.5876594
8896,0.0,0.0,0.0,0.18,0.28,0.0,1,6,16,0,0.38901308,0.28563413,0.57413715
8897,0.0,0.0,0.0,-0.27,0.41,0.0,1,6,17,0,0.47131515,0.41083685,0.5548415
8898,0.0,0.0,0.0,-0.62,0.34,0.0,1,6,18,0,0.66550744,0.43188938,0.5553609
8899,0.0,0.0,0.0,-0.98,0.76,0.0,1,6,19,0,0.83980906,0.5657914,0.5329961
8900,0.0,0.0,0.0,-1.28,0.48,0.0,1,6,20,0,0.80515325,0.6113364,0.52605647
8901,0.0,0.0,0.0,-1.42,0.0,0.0,1,6,21,0,0.64067763,0.5654936,0.5315919
8902,0.0,0.0,0.0,-1.78,0.14,0.0,1,6,22,0,0.5176775,0.30775285,0.56934345
8903,0.0,0.0,0.0,-2.24,0.41,0.0,1,6,23,0,0.36407882,0.19202739,0.585463
8904,0.0,0.0,0.0,-2.22,0.83,0.0,1,7,0,0,0.16631913,0.120254695,0.58816034
8905,0.0,0.0,0.0,-2.78,1.1,0.0,1,7,1,0,0.077944905,0.054868672,0.5994116
8906,0.0,0.0,0.0,-3.33,1.24,0.0,1,7,2,0,0.046792258,0.023731228,0.61118585
8907,0.0,0.0,0.0,-4.12,1.45,0.0,1,7,3,0,0.037103713,0.02082111,0.61064
8908,0.0,0.0,0.0,-4.76,1.59,0.0,1,7,4,0,0.040536456,0.070057735,0.60200995
8909,0.0,0.0,0.0,-4.81,1.59,0.0,1,7,5,0,0.052092128,0.21473226,0.5812717
8910,0.0,0.0,0.0,-4.44,1.31,0.0,1,7,6,0,0.20300893,0.5807093,0.5295625
8911,0.0,0.0,0.0,-2.76,0.55,0.0,1,7,7,0,0.49790785,0.6162013,0.5256631
8912,602.5,83.86,7.69,-2.74,0.41,0.0,1,7,8,0,0.5637954,0.5556446,0.53168786
8913,816.5,107.89,13.68,-2.28,0.41,0.0,1,7,9,0,0.51977384,0.41604954,0.5564821
8914,497.8,71.89,17.68,-1.87,0.76,0.0,1,7,10,0,0.4794151,0.37014812,0.5643715
8915,505.5,72.84,19.32,-1.53,1.24,0.0,1,7,11,0,0.47110784,0.34029102,0.5694803
8916,471.0,69.06,18.43,-0.53,1.52,0.0,1,7,12,0,0.51847696,0.33676812,0.56994265
8917,320.0,51.08,15.09,-0.28,1.72,0.0,1,7,13,0,0.55488604,0.30707827,0.57425576
8918,169.7,32.16,9.65,-0.21,1.79,0.0,1,7,14,0,0.48263377,0.26744053,0.5812097
8919,63.6,17.76,2.52,-0.57,1.79,0.0,1,7,15,0,0.41359937,0.23302512,0.5873909
8920,0.0,0.0,0.0,-1.0,1.45,0.0,1,7,16,0,0.38916197,0.28574744,0.57380897
8921,0.0,0.0,0.0,-1.4,1.59,0.0,1,7,17,0,0.47086388,0.4108774,0.554756
8922,0.0,0.0,0.0,-2.0,1.66,0.0,1,7,18,0,0.6634889,0.43200395,0.5552444
8923,0.0,0.0,0.0,-2.04,1.03,0.0,1,7,19,0,0.8391321,0.5663352,0.5328012
8924,0.0,0.0,0.0,-1.53,0.83,0.0,1,7,20,0,0.8048504,0.6114919,0.5260187
8925,0.0,0.0,0.0,-1.63,0.9,0.0,1,7,21,0,0.640713,0.5658647,0.531511
8926,0.0,0.0,0.0,-2.18,1.1,0.0,1,7,22,0,0.51771796,0.30754307,0.5693263
8927,0.0,0.0,0.0,-2.43,1.24,0.0,1,7,23,0,0.3640966,0.19195479,0.585455
8928,0.0,0.0,0.0,-2.94,1.31,0.0,1,8,0,0,0.165925,0.11998572,0.58775836
8929,0.0,0.0,0.0,-3.54,1.52,0.0,1,8,1,0,0.07737523,0.054736167,0.59904677
8930,0.0,0.0,0.0,-3.92,1.66,0.0,1,8,2,0,0.04637014,0.023776054,0.61092865
8931,0.0,0.0,0.0,-4.29,1.66,0.0,1,8,3,0,0.037005574,0.02082367,0.6105664
8932,0.0,0.0,0.0,-4.21,1.66,0.0,1,8,4,0,0.040641807,0.06984767,0.6021704
8933,0.0,0.0,0.0,-4.46,1.59,0.0,1,8,5,0,0.05215402,0.2145428,0.58141065
8934,0.0,0.0,0.0,-4.69,1.59,0.0,1,8,6,0,0.2031092,0.580801,0.5294215
8935,0.0,0.0,0.0,-4.49,1.45,0.0,1,8,7,0,0.49993053,0.6174855,0.52466846
8936,493.1,70.64,7.76,-4.46,1.38,0.0,1,8,8,0,0.56562567,0.5562578,0.53082824
8937,704.8,94.49,13.77,-4.23,1.52,0.0,1,8,9,0,0.52185935,0.41662908,0.55552465
8938,445.0,65.27,17.79,-3.4,1.59,0.0,1,8,10,0,0.4805503,0.3703436,0.5636775
8939,588.7,82.3,19.45,-1.9,1.66,0.0,1,8,11,0,0.4714492,0.3404181,0.5693422
8940,519.9,74.73,18.57,-0.64,1.72,0.0,1,8,12,0,0.5185688,0.33683258,0.5699101
8941,430.2,64.33,15.25,-0.15,1.93,0.0,1,8,13,0,0.5551655,0.3072441,0.5742779
8942,366.4,56.61,9.81,-0.48,2.0,0.0,1,8,14,0,0.4831057,0.2676035,0.58111537
8943,0.7,5.68,2.69,-1.67,1.79,0.0,1,8,15,0,0.41356122,0.23306975,0.5870777
8944,0.0,0.0,0.0,-2.85,1.93,0.0,1,8,16,0,0.38939542,0.28592512,0.57329416
8945,0.0,0.0,0.0,-3.53,1.93,0.0,1,8,17,0,0.4700134,0.41095376,0.5545947
8946,0.0,0.0,0.0,-4.01,1.86,0.0,1,8,18,0,0.66053826,0.4321708,0.5550745
8947,0.0,0.0,0.0,-3.55,1.45,0.0,1,8,19,0,0.8381637,0.56710964,0.5325237
8948,0.0,0.0,0.0,-3.61,1.38,0.0,1,8,20,0,0.80231655,0.612785,0.52570397
8949,0.0,0.0,0.0,-4.32,1.45,0.0,1,8,21,0,0.6410719,0.57022035,0.53052473
8950,0.0,0.0,0.0,-5.12,1.52,0.0,1,8,22,0,0.5180155,0.30600366,0.56920034
8951,0.0,0.0,0.0,-6.05,1.66,0.0,1,8,23,0,0.36443645,0.19057612,0.58530134
8952,0.0,0.0,0.0,-6.77,1.72,0.0,1,9,0,0,0.16384089,0.118563674,0.5856179
8953,0.0,0.0,0.0,-7.51,1.86,0.0,1,9,1,0,0.074461244,0.054048724,0.5971389
8954,0.0,0.0,0.0,-7.99,1.86,0.0,1,9,2,0,0.043555554,0.024087556,0.6091526
8955,0.0,0.0,0.0,-8.11,1.79,0.0,1,9,3,0,0.0348652,0.020881355,0.60891044
8956,0.0,0.0,0.0,-8.18,1.79,0.0,1,9,4,0,0.0392791,0.07253269,0.6005212
8957,0.0,0.0,0.0,-8.54,1.79,0.0,1,9,5,0,0.05143639,0.21675876,0.5797897
8958,0.0,0.0,0.0,-8.36,1.72,0.0,1,9,6,0,0.20458566,0.5821478,0.52735174
8959,0.0,0.0,0.0,-5.94,1.17,0.0,1,9,7,0,0.5015372,0.61852586,0.5238356
8960,577.4,79.93,7.83,-5.8,0.97,0.0,1,9,8,0,0.56734455,0.5572498,0.53010267
8961,714.9,95.39,13.86,-5.11,0.9,0.0,1,9,9,0,0.5229216,0.41699582,0.5550924
8962,446.4,65.27,17.9,-4.23,0.83,0.0,1,9,10,0,0.48120004,0.37048665,0.56330365
8963,566.2,79.46,19.58,-3.02,0.76,0.0,1,9,11,0,0.47199374,0.34063837,0.5688781
8964,498.1,71.89,18.72,-1.95,0.83,0.0,1,9,12,0,0.51884234,0.33718023,0.5694962
8965,0.0,0.0,0.0,-1.43,0.9,0.0,1,9,13,0,0.55355763,0.3063719,0.5740116
8966,0.0,0.0,0.0,-1.4,1.1,0.0,1,9,14,0,0.48179448,0.2670646,0.5809406
8967,17.9,9.46,2.85,-1.78,1.03,0.0,1,9,15,0,0.41363227,0.23309731,0.58704966
8968,0.0,0.0,0.0,-3.02,1.24,0.0,1,9,16,0,0.38941687,0.28594145,0.57324684
8969,0.0,0.0,0.0,-3.28,1.17,0.0,1,9,17,0,0.4701132,0.41094482,0.55461365
8970,0.0,0.0,0.0,-3.5,1.1,0.0,1,9,18,0,0.6612882,0.43212846,0.55511767
8971,0.0,0.0,0.0,-3.98,1.03,0.0,1,9,19,0,0.8378871,0.56733,0.53244466
8972,0.0,0.0,0.0,-4.04,0.97,0.0,1,9,20,0,0.80178964,0.61305207,0.52563894
8973,0.0,0.0,0.0,-4.14,0.9,0.0,1,9,21,0,0.64109063,0.5701068,0.530568
8974,0.0,0.0,0.0,-4.27,0.83,0.0,1,9,22,0,0.5179295,0.3064483,0.56923676
8975,0.0,0.0,0.0,-4.4,0.76,0.0,1,9,23,0,0.36428156,0.19120353,0.58537143
8976,0.0,0.0,0.0,-4.51,0.55,0.0,1,10,0,0,0.16506815,0.11940102,0.58688134
8977,0.0,0.0,0.0,-4.61,0.41,0.0,1,10,1,0,0.076579705,0.054550048,0.59853286
8978,0.0,0.0,0.0,-4.67,0.48,0.0,1,10,2,0,0.04583878,0.023833167,0.6106016
8979,0.0,0.0,0.0,-4.72,0.41,0.0,1,10,3,0,0.03675848,0.02083015,0.61038005
8980,0.0,0.0,0.0,-4.67,0.48,0.0,1,10,4,0,0.04055366,0.070023306,0.60203624
8981,0.0,0.0,0.0,-4.81,0.62,0.0,1,10,5,0,0.052092128,0.21473226,0.5812717
8982,0.0,0.0,0.0,-4.91,0.69,0.0,1,10,6,0,0.20319742,0.5808818,0.5292975
8983,0.0,0.0,0.0,-4.83,0.97,0.0,1,10,7,0,0.50032794,0.61773777,0.52447295
8984,2479.2,295.02,7.91,-4.51,0.9,0.0,1,10,8,0,0.5690544,0.5621721,0.5301642
8985,3881.3,457.3,13.96,-3.22,0.76,0.0,1,10,9,0,0.5342975,0.42140496,0.55487925
8986,4175.1,497.38,18.03,-1.44,0.62,0.0,1,10,10,0,0.49877796,0.3736844,0.56254107
8987,4589.9,554.05,19.73,-0.05,0.62,0.0,1,10,11,0,0.4855411,0.33881825,0.56814134
8988,4389.9,531.15,18.88,0.88,0.55,0.0,1,10,12,0,0.51691115,0.33385724,0.57028526
8989,3849.0,463.82,15.58,1.31,0.55,0.0,1,10,13,0,0.5622959,0.30590007,0.5743278
8990,2763.2,333.12,10.15,0.88,0.83,0.0,1,10,14,0,0.4897547,0.2684575,0.5811471
8991,481.1,73.2,3.03,-1.56,1.72,0.0,1,10,15,0,0.41456085,0.2333724,0.58715266
8992,0.0,0.0,0.0,-3.28,1.72,0.0,1,10,16,0,0.3894497,0.2859664,0.57317454
8993,0.0,0.0,0.0,-2.79,1.38,0.0,1,10,17,0,0.47030884,0.4109273,0.5546507
8994,0.0,0.0,0.0,-2.98,1.24,0.0,1,10,18,0,0.66205186,0.43208528,0.55516154
8995,0.0,0.0,0.0,-4.02,1.24,0.0,1,10,19,0,0.8378613,0.56735057,0.53243726
8996,0.0,0.0,0.0,-3.84,1.17,0.0,1,10,20,0,0.80203485,0.61292785,0.52566916
8997,0.0,0.0,0.0,-3.78,1.03,0.0,1,10,21,0,0.6410752,0.56965995,0.53068274
8998,0.0,0.0,0.0,-3.94,0.9,0.0,1,10,22,0,0.5178962,0.30662102,0.5692509
8999,0.0,0.0,0.0,-4.38,1.03,0.0,1,10,23,0,0.36427963,0.19121116,0.5853722
9000,0.0,0.0,0.0,-4.79,1.1,0.0,1,11,0,1,0.18464011,0.13748927,0.57702714
9001,0.0,0.0,0.0,-5.15,1.1,0.0,1,11,1,1,0.11373191,0.088521935,0.5868976
9002,0.0,0.0,0.0,-5.42,1.03,0.0,1,11,2,1,0.064834826,0.056651138,0.5970089
9003,0.0,0.0,0.0,-5.66,0.97,0.0,1,11,3,1,0.03610778,0.03580773,0.607051
9004,0.0,0.0,0.0,-5.99,0.76,0.0,1,11,4,1,0.035449207,0.036304176,0.6112647
9005,0.0,0.0,0.0,-6.46,0.83,0.0,1,11,5,1,0.042057756,0.043942105,0.6130155
9006,0.0,0.0,0.0,-6.79,0.55,0.0,1,11,6,1,0.0646664,0.06874928,0.608436
9007,0.0,0.0,0.0,-7.18,0.48,0.0,1,11,7,1,0.15448128,0.16234872,0.5851639
9008,2022.3,240.49,8.0,-6.79,0.62,0.0,1,11,8,1,0.3612704,0.39003015,0.55555636
9009,3530.4,414.12,14.07,-4.58,0.28,0.0,1,11,9,1,0.5652061,0.6247913,0.5264442
9010,4296.3,513.83,18.16,-1.91,0.28,0.0,1,11,10,1,0.66307986,0.7227792,0.50604135
9011,4442.9,535.96,19.88,0.1,0.55,0.0,1,11,11,1,0.68744457,0.73502666,0.49970707
9012,4267.5,515.2,19.04,1.32,0.76,0.0,1,11,12,1,0.7462968,0.6232592,0.5220082
9013,3796.5,456.16,15.75,1.61,0.9,0.0,1,11,13,1,0.76999044,0.5353025,0.5367561
9014,2605.0,315.67,10.32,1.86,0.83,0.0,1,11,14,1,0.68132097,0.43218252,0.55264544
9015,472.4,72.73,3.2,1.23,1.17,0.0,1,11,15,1,0.6080709,0.36740535,0.56477845
9016,0.0,0.0,0.0,-0.06,1.45,0.0,1,11,16,1,0.5935077,0.38557896,0.55885965
9017,0.0,0.0,0.0,-1.14,1.45,0.0,1,11,17,1,0.7067058,0.4323723,0.5480568
9018,0.0,0.0,0.0,-1.59,1.45,0.0,1,11,18,1,0.8514797,0.4546441,0.54248613
