,P,strahlung,H_sun,temp,WS10m,Int,month,day,hour,art,strom,ww,heiz
99089,329.7,72.22,9.13,16.14,1.45,0.0,4,21,17,0,0.32347998,0.36259925,0.062959515
99090,0.0,0.0,0.0,14.35,1.86,0.0,4,21,18,0,0.42865628,0.3801355,0.05732865
99091,0.0,0.0,0.0,12.13,1.79,0.0,4,21,19,0,0.57141685,0.5028898,0.041446712
99092,0.0,0.0,0.0,10.37,1.66,0.0,4,21,20,0,0.58335334,0.52989125,0.03818779
99093,0.0,0.0,0.0,9.63,1.52,0.0,4,21,21,0,0.52345043,0.4822995,0.05053381
99094,0.0,0.0,0.0,8.91,1.45,0.0,4,21,22,0,0.46744668,0.27079156,0.08514458
99095,0.0,0.0,0.0,9.12,1.24,0.0,4,21,23,0,0.34328398,0.17006108,0.10049776
99096,0.0,0.0,0.0,8.64,1.17,0.0,4,22,0,0,0.1752337,0.103980534,0.09926455
99097,0.0,0.0,0.0,6.55,1.52,0.0,4,22,1,0,0.061709333,0.045246717,0.10530826
99098,0.0,0.0,0.0,5.15,1.79,0.0,4,22,2,0,0.035192993,0.018000148,0.11026491
99099,0.0,0.0,0.0,4.08,1.79,0.0,4,22,3,0,0.025523553,0.016642775,0.10931294
99100,0.0,0.0,0.0,3.51,1.72,0.0,4,22,4,0,0.02745643,0.055258054,0.10309927
99101,351.3,66.48,8.82,3.71,1.59,0.0,4,22,5,0,0.040004753,0.18115255,0.09305038
99102,1987.2,268.76,18.77,6.69,1.03,0.0,4,22,6,0,0.16201632,0.50860864,0.03355967
99103,3272.7,416.49,28.63,11.1,0.9,0.0,4,22,7,0,0.38215822,0.54286885,0.032347675
99104,5329.7,702.8,37.92,13.67,0.97,0.0,4,22,8,0,0.43568328,0.48650852,0.04269583
99105,6030.0,819.68,45.97,15.49,1.03,0.0,4,22,9,0,0.4274206,0.3649166,0.06259088
99106,5439.1,735.52,51.72,16.57,0.97,0.0,4,22,10,0,0.42062718,0.33049735,0.0691745
99107,4256.0,562.79,53.94,17.1,1.03,0.0,4,22,11,0,0.39865923,0.2941365,0.072474845
99108,6814.9,963.88,51.94,17.66,1.1,0.0,4,22,12,0,0.44865635,0.28636205,0.0717451
99109,6429.4,890.46,46.34,18.0,1.38,0.0,4,22,13,0,0.46914375,0.27335912,0.07629925
99110,5331.3,711.28,38.39,18.05,1.72,0.0,4,22,14,0,0.42126414,0.23877215,0.080854826
99111,3627.5,474.08,29.15,17.85,1.86,0.0,4,22,15,0,0.3330689,0.21533474,0.08365374
99112,1809.6,251.27,19.3,17.39,2.07,0.0,4,22,16,0,0.29594234,0.2654254,0.07393802
99113,368.5,73.3,9.34,15.86,2.0,0.0,4,22,17,0,0.3235167,0.36266294,0.06301118
99114,0.0,0.0,0.0,14.28,2.14,0.0,4,22,18,0,0.42878968,0.38014284,0.057340477
99115,0.0,0.0,0.0,13.13,2.14,0.0,4,22,19,0,0.56761193,0.5034534,0.04106078
99116,0.0,0.0,0.0,12.07,2.0,0.0,4,22,20,0,0.5789133,0.5301234,0.037868757
99117,0.0,0.0,0.0,11.25,1.86,0.0,4,22,21,0,0.518403,0.4817186,0.04994376
99118,0.0,0.0,0.0,10.3,1.86,0.0,4,22,22,0,0.46512678,0.27094433,0.08525876
99119,0.0,0.0,0.0,9.65,1.79,0.0,4,22,23,0,0.3428983,0.17007065,0.10053793
99120,0.0,0.0,0.0,9.22,1.59,0.0,4,23,0,0,0.17600664,0.104230754,0.099360555
99121,0.0,0.0,0.0,8.72,1.38,0.0,4,23,1,0,0.06276391,0.04577378,0.10568613
99122,0.0,0.0,0.0,8.22,1.24,0.0,4,23,2,0,0.037333168,0.017986981,0.11062743
99123,0.0,0.0,0.0,7.83,1.17,0.0,4,23,3,0,0.02658585,0.017079914,0.10971388
99124,0.0,0.0,0.0,7.28,1.31,0.0,4,23,4,0,0.028275393,0.053839393,0.1036842
99125,31.5,12.3,9.1,7.29,1.17,0.0,4,23,5,0,0.03988601,0.17918174,0.093749255
99126,282.8,48.24,19.05,9.05,0.9,0.0,4,23,6,0,0.16586146,0.50752956,0.03452653
99127,780.5,109.73,28.91,10.55,0.9,0.0,4,23,7,0,0.38533816,0.54045564,0.032791324
99128,1811.2,234.69,38.22,12.17,0.9,0.0,4,23,8,0,0.4436005,0.48678726,0.044131126
99129,3104.7,398.69,46.28,13.34,0.76,0.0,4,23,9,0,0.44176134,0.36837533,0.063987695
99130,2849.3,367.69,52.06,13.84,0.62,0.0,4,23,10,0,0.41832685,0.32958987,0.06762063
99131,4202.9,545.85,54.27,14.77,1.45,0.0,4,23,11,0,0.40183026,0.29521683,0.07170022
99132,4037.5,521.97,52.25,15.13,1.79,0.0,4,23,12,0,0.44746536,0.2932421,0.07363971
99133,3124.3,400.67,46.61,14.9,1.86,0.0,4,23,13,0,0.4883761,0.27617976,0.076065466
99134,1877.3,243.9,38.63,14.47,2.14,0.0,4,23,14,0,0.4097863,0.24020632,0.080269545
99135,1371.6,181.88,29.36,13.63,2.34,0.0,4,23,15,0,0.34207714,0.20862398,0.0842678
99136,250.1,44.46,19.52,11.98,2.41,0.0,4,23,16,0,0.30119693,0.25875515,0.07467936
99137,126.8,27.43,9.56,10.62,3.45,0.0,4,23,17,0,0.33494532,0.3631044,0.06389937
99138,0.0,0.0,0.0,8.35,4.21,0.0,4,23,18,0,0.44012946,0.38076547,0.058349524
99139,0.0,0.0,0.0,5.84,4.69,0.0,4,23,19,0,0.5833368,0.50129616,0.04380077
99140,0.0,0.0,0.0,4.58,4.41,0.0,4,23,20,0,0.5884232,0.5299981,0.039323144
99141,0.0,0.0,0.0,3.94,3.79,0.0,4,23,21,0,0.5315059,0.4874483,0.052317828
99142,0.0,0.0,0.0,3.61,3.24,0.0,4,23,22,0,0.47355512,0.27049536,0.08413397
99143,0.0,0.0,0.0,3.26,2.9,0.0,4,23,23,0,0.3425774,0.17037731,0.09943975
99144,0.0,0.0,0.0,3.05,2.34,0.0,4,24,0,0,0.16792119,0.10159695,0.098343715
99145,0.0,0.0,0.0,2.86,2.34,0.0,4,24,1,0,0.05995398,0.044363633,0.10466847
99146,0.0,0.0,0.0,2.56,1.93,0.0,4,24,2,0,0.03344913,0.01802198,0.10995995
99147,0.0,0.0,0.0,2.48,2.0,0.0,4,24,3,0,0.025082996,0.016459627,0.10914228
99148,0.0,0.0,0.0,2.11,1.86,0.0,4,24,4,0,0.027158212,0.055793792,0.1028828
99149,211.1,37.84,9.37,1.95,1.86,0.0,4,24,5,0,0.039785296,0.18175445,0.09267795
99150,981.4,129.75,19.33,2.58,2.21,0.0,4,24,6,0,0.16603586,0.50816816,0.03486993
99151,1940.1,238.95,29.19,3.04,2.28,0.0,4,24,7,0,0.38397166,0.54203117,0.031942956
99152,1456.4,183.52,38.51,3.24,2.62,0.0,4,24,8,0,0.44934186,0.4873576,0.043459833
99153,3788.1,459.1,46.6,4.66,2.97,0.0,4,24,9,0,0.4517235,0.3692505,0.06242346
99154,3826.3,466.25,52.39,5.8,3.24,0.0,4,24,10,0,0.4225533,0.32987037,0.06657567
99155,573.9,83.25,54.6,6.68,3.17,0.0,4,24,11,0,0.4138504,0.29576597,0.06880916
99156,5481.8,681.13,52.55,7.32,3.52,0.0,4,24,12,0,0.47951812,0.29149076,0.072375864
99157,2506.6,309.6,46.88,7.72,3.66,0.0,4,24,13,0,0.49601144,0.27774787,0.074129015
99158,4660.3,571.66,38.87,7.86,3.72,0.0,4,24,14,0,0.45041808,0.23856683,0.08011183
99159,715.9,100.27,29.58,7.5,3.86,0.0,4,24,15,0,0.35818586,0.20996498,0.08301304
99160,662.1,93.65,19.73,6.71,3.66,0.0,4,24,16,0,0.31232595,0.26212603,0.075273514
99161,427.9,76.21,9.77,6.02,3.1,0.0,4,24,17,0,0.32912886,0.36379045,0.06428271
99162,0.0,0.0,0.0,5.59,2.69,0.0,4,24,18,0,0.44019648,0.38114834,0.058287065
99163,0.0,0.0,0.0,4.08,2.48,0.0,4,24,19,0,0.581865,0.5021553,0.04375838
99164,0.0,0.0,0.0,3.4,2.48,0.0,4,24,20,0,0.5883391,0.5304986,0.039073914
99165,0.0,0.0,0.0,2.76,2.41,0.0,4,24,21,0,0.53163636,0.4889894,0.05165664
99166,0.0,0.0,0.0,2.16,2.41,0.0,4,24,22,0,0.47443035,0.26997003,0.083917715
99167,0.0,0.0,0.0,1.56,2.48,0.0,4,24,23,0,0.343145,0.17004699,0.099118836
99168,0.0,0.0,0.0,1.05,2.41,0.0,4,25,0,0,0.16536485,0.10075606,0.09801609
99169,0.0,0.0,0.0,0.52,2.34,0.0,4,25,1,0,0.058865238,0.04381222,0.10426455
99170,0.0,0.0,0.0,0.68,2.34,0.0,4,25,2,0,0.032235824,0.018037839,0.1097391
99171,0.0,0.0,0.0,0.7,2.62,0.0,4,25,3,0,0.024601586,0.0162582,0.10895271
99172,0.0,0.0,0.0,0.17,2.48,0.0,4,25,4,0,0.026750172,0.05654423,0.10258358
99173,242.7,41.62,9.65,0.37,2.41,0.0,4,25,5,0,0.03973664,0.18249556,0.09236098
99174,989.0,129.69,19.6,1.22,3.03,0.0,4,25,6,0,0.16642867,0.50822616,0.035043404
99175,3333.4,399.51,29.47,1.65,2.83,0.0,4,25,7,0,0.38139477,0.5429029,0.031502653
99176,838.7,112.57,38.8,2.68,2.9,0.0,4,25,8,0,0.45093837,0.48787907,0.04370571
99177,3251.4,392.65,46.9,3.94,3.1,0.0,4,25,9,0,0.45112652,0.36871532,0.062164973
99178,6425.8,803.09,52.71,5.17,3.31,0.0,4,25,10,0,0.4553218,0.32649443,0.06482098
99179,6272.7,782.98,54.93,6.19,3.72,0.0,4,25,11,0,0.44602063,0.29345518,0.06922148
99180,1823.9,227.98,52.86,6.49,4.07,0.0,4,25,12,0,0.46301365,0.29497018,0.07091274
99181,1060.6,140.0,47.14,6.75,4.07,0.0,4,25,13,0,0.49353772,0.27669796,0.07353932
99182,2240.5,276.77,39.1,7.02,3.93,0.0,4,25,14,0,0.42527512,0.24146703,0.0786973
99183,3657.1,446.72,29.8,7.01,3.86,0.0,4,25,15,0,0.3652571,0.21598385,0.08362549
99184,2189.5,289.88,19.93,6.61,3.86,0.0,4,25,16,0,0.3118355,0.270204,0.07541812
99185,450.4,73.95,9.98,4.71,3.31,0.0,4,25,17,0,0.33019078,0.3634286,0.06425107
99186,0.0,0.0,0.0,4.33,3.03,0.0,4,25,18,0,0.4408651,0.380803,0.058261782
99187,0.0,0.0,0.0,4.32,3.03,0.0,4,25,19,0,0.58178836,0.50203544,0.043831214
99188,0.0,0.0,0.0,3.89,3.17,0.0,4,25,20,0,0.58827823,0.5302737,0.0391986
99189,0.0,0.0,0.0,3.79,3.38,0.0,4,25,21,0,0.53150254,0.4876469,0.052252285
99190,0.0,0.0,0.0,3.91,3.52,0.0,4,25,22,0,0.4733573,0.2704967,0.08422188
99191,0.0,0.0,0.0,3.86,3.59,0.0,4,25,23,0,0.3432279,0.17029573,0.099619016
99192,0.0,0.0,0.0,3.87,3.59,0.0,4,26,0,1,0.16805571,0.11343317,0.09250378
99193,0.0,0.0,0.0,3.84,3.66,0.0,4,26,1,1,0.100645706,0.073073395,0.096016675
99194,0.0,0.0,0.0,3.97,3.79,0.0,4,26,2,1,0.05505479,0.04720646,0.09980329
99195,0.0,0.0,0.0,4.14,4.0,0.0,4,26,3,1,0.02944676,0.030203523,0.10372768
99196,0.0,0.0,0.0,4.15,4.14,0.0,4,26,4,1,0.029047696,0.03084797,0.104735404
99197,179.8,34.06,9.91,4.57,4.28,0.0,4,26,5,1,0.035553917,0.03806115,0.104325466
99198,690.4,96.49,19.86,5.4,4.34,0.0,4,26,6,1,0.060025707,0.0613602,0.100715004
99199,1681.8,211.92,29.74,7.14,4.21,0.0,4,26,7,1,0.16485457,0.13461633,0.09271611
99200,1854.0,232.36,39.09,8.42,5.72,0.0,4,26,8,1,0.3442899,0.33373156,0.056228083
99201,3048.2,371.95,47.21,8.65,6.21,0.0,4,26,9,1,0.48963502,0.5413879,0.034666367
99202,1783.2,224.2,53.04,8.47,6.14,0.0,4,26,10,1,0.538808,0.601704,0.029411584
99203,1116.1,147.57,55.25,9.21,5.79,0.0,4,26,11,1,0.5607587,0.62835246,0.0267255
99204,767.7,105.95,53.15,6.71,4.41,0.0,4,26,12,1,0.60901666,0.54694605,0.031402636
99205,570.0,82.3,47.41,5.25,3.31,0.0,4,26,13,1,0.63641787,0.4592246,0.04282274
99206,674.8,94.6,39.33,5.19,3.31,0.0,4,26,14,1,0.56153375,0.38338363,0.05815478
99207,577.4,83.25,30.01,5.39,3.1,0.0,4,26,15,1,0.47771206,0.32249594,0.061175223
99208,474.3,70.95,20.14,5.1,2.21,0.0,4,26,16,1,0.44066554,0.34049764,0.059817992
99209,393.0,62.61,10.19,4.77,2.0,0.0,4,26,17,1,0.44759867,0.37802172,0.056475624
99210,0.0,0.0,0.0,4.23,2.0,0.0,4,26,18,1,0.58199865,0.40259492,0.056066446
99211,0.0,0.0,0.0,2.25,2.14,0.0,4,26,19,1,0.7049362,0.39974678,0.054497577
99212,0.0,0.0,0.0,2.1,1.93,0.0,4,26,20,1,0.67330223,0.39008203,0.05907706
99213,0.0,0.0,0.0,1.84,2.28,0.0,4,26,21,1,0.5306841,0.30374512,0.07152652
99214,0.0,0.0,0.0,1.31,2.0,0.0,4,26,22,1,0.4673593,0.24465004,0.081887804
99215,0.0,0.0,0.0,1.25,2.28,0.0,4,26,23,1,0.41557395,0.16519845,0.095453165
99216,0.0,0.0,0.0,1.34,2.48,0.0,4,27,0,2,0.20722671,0.13828135,0.08891219
99217,0.0,0.0,0.0,1.1,1.93,0.0,4,27,1,2,0.11827521,0.08591356,0.092205815
99218,0.0,0.0,0.0,1.08,2.55,0.0,4,27,2,2,0.059696585,0.054860376,0.09563604
99219,0.0,0.0,0.0,1.06,2.55,0.0,4,27,3,2,0.03085262,0.03581067,0.09876334
99220,0.0,0.0,0.0,1.03,2.48,0.0,4,27,4,2,0.030158548,0.03798454,0.09897404
99221,106.3,23.65,10.18,1.12,2.41,0.0,4,27,5,2,0.03317617,0.04402907,0.0987181
99222,920.8,122.01,20.12,1.77,2.14,0.0,4,27,6,2,0.03172545,0.075003535,0.09835849
99223,3247.9,389.49,30.01,2.21,3.17,0.0,4,27,7,2,0.06293217,0.11736441,0.09636992
99224,2171.5,264.83,39.36,3.33,3.45,0.0,4,27,8,2,0.17386389,0.34761575,0.06992294
99225,2830.1,342.48,47.51,4.46,3.93,0.0,4,27,9,2,0.44159043,0.6428379,0.02818243
99226,4657.6,563.87,53.36,5.3,4.48,0.0,4,27,10,2,0.6028282,0.7322505,0.011815397
99227,2700.3,328.97,55.57,6.27,5.17,0.0,4,27,11,2,0.7132746,0.76346165,0.008649144
99228,6778.9,841.79,53.45,7.05,5.31,0.0,4,27,12,2,0.7862672,0.65516967,0.02085775
99229,5321.9,649.61,47.66,7.73,5.45,0.0,4,27,13,2,0.63734144,0.5413835,0.033239447
99230,4890.0,594.15,39.56,7.92,5.38,0.0,4,27,14,2,0.46538562,0.4435477,0.054385196
99231,4204.7,512.39,30.22,7.72,5.24,0.0,4,27,15,2,0.36431587,0.389867,0.05765445
99232,462.7,70.0,20.35,7.28,5.03,0.0,4,27,16,2,0.30875188,0.3982427,0.055037186
99233,388.4,81.5,10.4,6.55,4.41,0.0,4,27,17,2,0.30257797,0.45293078,0.05247727
99234,0.0,0.0,0.0,5.62,3.52,0.0,4,27,18,2,0.38216585,0.48791313,0.05017883
99235,0.0,0.0,0.0,4.15,3.1,0.0,4,27,19,2,0.46087122,0.49576035,0.04904114
99236,0.0,0.0,0.0,3.24,2.62,0.0,4,27,20,2,0.4936619,0.4510959,0.051750734
99237,0.0,0.0,0.0,2.4,2.28,0.0,4,27,21,2,0.46459576,0.363285,0.061632887
99238,0.0,0.0,0.0,1.59,2.14,0.0,4,27,22,2,0.4077297,0.29492417,0.072264485
99239,0.0,0.0,0.0,0.92,2.07,0.0,4,27,23,2,0.31509516,0.19946651,0.087883495
99240,0.0,0.0,0.0,0.07,1.86,0.0,4,28,0,0,0.16412354,0.10034616,0.09785591
99241,0.0,0.0,0.0,-0.6,1.66,0.0,4,28,1,0,0.05835065,0.043550562,0.10407172
99242,0.0,0.0,0.0,-1.25,1.66,0.0,4,28,2,0,0.031034589,0.018054124,0.10951274
99243,0.0,0.0,0.0,-1.77,1.59,0.0,4,28,3,0,0.023802334,0.016078476,0.108656906
99244,0.0,0.0,0.0,-2.07,1.52,0.0,4,28,4,0,0.026286447,0.057422537,0.10223894
99245,452.9,69.01,10.44,-1.29,1.17,0.0,4,28,5,0,0.03980283,0.18343584,0.09204189
99246,1482.4,189.89,20.38,1.59,0.76,0.0,4,28,6,0,0.1650783,0.50847733,0.034644753
99247,2941.0,360.06,30.27,4.46,1.59,0.0,4,28,7,0,0.38135174,0.54248434,0.03178927
99248,4546.1,560.56,39.64,6.07,2.07,0.0,4,28,8,0,0.45070007,0.4892795,0.04313179
99249,4715.1,586.34,47.8,7.27,2.28,0.0,4,28,9,0,0.45230684,0.37029257,0.06313422
99250,6054.1,773.64,53.67,8.24,2.41,0.0,4,28,10,0,0.45408773,0.32811487,0.0664248
99251,6439.9,837.9,55.89,9.03,2.14,0.0,4,28,11,0,0.44881034,0.2933697,0.06941997
99252,4750.6,602.69,53.74,9.61,1.79,0.0,4,28,12,0,0.47158188,0.2936781,0.072798565
99253,3328.9,417.88,47.92,9.96,1.59,0.0,4,28,13,0,0.49463564,0.27804154,0.07485113
99254,3534.9,442.49,39.79,9.95,1.72,0.0,4,28,14,0,0.4238012,0.24208808,0.07956426
99255,2993.4,374.53,30.43,9.91,2.14,0.0,4,28,15,0,0.3550745,0.21449004,0.08416788
99256,2168.4,290.61,20.55,8.97,2.48,0.0,4,28,16,0,0.30989817,0.26992175,0.07549196
99257,389.9,82.76,10.6,7.57,2.07,0.0,4,28,17,0,0.32848373,0.36370572,0.064427264
99258,0.0,0.0,0.0,6.59,1.31,0.0,4,28,18,0,0.44083405,0.38100785,0.058378782
99259,0.0,0.0,0.0,5.57,1.59,0.0,4,28,19,0,0.58271784,0.5014242,0.043889515
99260,0.0,0.0,0.0,3.83,1.45,0.0,4,28,20,0,0.5882857,0.5303013,0.03918333
99261,0.0,0.0,0.0,2.51,1.52,0.0,4,28,21,0,0.53166884,0.48931524,0.051513053
99262,0.0,0.0,0.0,1.4,1.66,0.0,4,28,22,0,0.47487906,0.26963064,0.08383028
99263,0.0,0.0,0.0,0.71,1.72,0.0,4,28,23,0,0.34362665,0.16977969,0.099004924
99264,0.0,0.0,0.0,0.29,1.66,0.0,4,29,0,0,0.16440153,0.100438066,0.097891845
99265,0.0,0.0,0.0,-0.13,1.66,0.0,4,29,1,0,0.058566082,0.04366019,0.1041526
99266,0.0,0.0,0.0,-0.69,1.66,0.0,4,29,2,0,0.031378612,0.01804941,0.10957837
99267,0.0,0.0,0.0,-1.19,1.72,0.0,4,29,3,0,0.024066884,0.016068712,0.10874415
99268,0.0,0.0,0.0,-1.54,1.72,0.0,4,29,4,0,0.026395451,0.057213556,0.10232039
99269,506.0,78.32,10.69,-0.67,1.45,0.0,4,29,5,0,0.039876137,0.18321681,0.09217171
99270,2232.6,294.14,20.63,3.21,1.17,0.0,4,29,6,0,0.16248353,0.5088703,0.033843692
99271,4206.9,528.75,30.52,6.6,0.83,0.0,4,29,7,0,0.3780619,0.5417309,0.031688605
99272,5854.1,754.16,39.91,8.76,1.38,0.0,4,29,8,0,0.42781475,0.49266943,0.043966047
99273,6842.2,906.8,48.09,10.24,1.79,0.0,4,29,9,0,0.4237519,0.3625292,0.05938841
99274,7444.1,1015.86,53.98,11.35,1.72,0.0,4,29,10,0,0.4321475,0.30762592,0.06342104
99275,7624.5,1060.58,56.2,12.35,1.52,0.0,4,29,11,0,0.44231611,0.27527562,0.06663832
99276,7187.8,996.43,54.03,13.11,1.24,0.0,4,29,12,0,0.501862,0.2847546,0.07091773
99277,6209.1,838.31,48.17,13.67,1.1,0.0,4,29,13,0,0.5114565,0.2707,0.07503867
99278,5363.2,714.24,40.01,14.06,0.62,0.0,4,29,14,0,0.43640637,0.23773351,0.08008862
99279,4042.3,526.93,30.64,14.03,0.76,0.0,4,29,15,0,0.34661663,0.21779363,0.08443327
99280,2130.3,294.14,20.75,13.74,1.31,0.0,4,29,16,0,0.30040365,0.2685482,0.07457932
99281,377.9,83.57,10.81,13.03,1.72,0.0,4,29,17,0,0.32417676,0.36316392,0.06353627
99282,0.0,0.0,0.0,11.43,2.14,0.0,4,29,18,0,0.43423107,0.38044202,0.05782336
99283,0.0,0.0,0.0,9.92,2.0,0.0,4,29,19,0,0.57979494,0.50164425,0.04231195
99284,0.0,0.0,0.0,8.25,2.07,0.0,4,29,20,0,0.5888714,0.5296018,0.038589273
99285,0.0,0.0,0.0,6.83,2.07,0.0,4,29,21,0,0.5289056,0.48376733,0.05152389
99286,0.0,0.0,0.0,5.62,2.07,0.0,4,29,22,0,0.47222975,0.27050436,0.08472457
99287,0.0,0.0,0.0,4.53,1.86,0.0,4,29,23,0,0.3439551,0.17020468,0.09981958
99288,0.0,0.0,0.0,3.67,1.79,0.0,4,30,0,0,0.16872019,0.101858966,0.09844542
99289,0.0,0.0,0.0,2.99,1.79,0.0,4,30,1,0,0.06001507,0.04439448,0.104691
99290,0.0,0.0,0.0,2.47,1.72,0.0,4,30,2,0,0.03339004,0.01802274,0.10994938
99291,0.0,0.0,0.0,2.03,1.72,0.0,4,30,3,0,0.024960434,0.016408479,0.10909432
99292,0.0,0.0,0.0,1.63,1.66,0.0,4,30,4,0,0.027056698,0.055978574,0.10280872
99293,397.7,84.08,10.94,2.21,1.45,0.0,4,30,5,0,0.040028907,0.1819489,0.09275614
99294,2227.2,296.41,20.88,5.61,1.17,0.0,4,30,6,0,0.16176009,0.5087776,0.033536047
99295,4153.9,527.47,30.78,8.27,0.62,0.0,4,30,7,0,0.3781198,0.5415617,0.031835992
99296,5710.8,751.02,40.17,11.15,0.83,0.0,4,30,8,0,0.43413106,0.49090773,0.043487567
99297,6675.4,912.92,48.37,13.35,1.03,0.0,4,30,9,0,0.42392293,0.36509278,0.059395313
99298,7328.2,1023.21,54.28,15.01,1.59,0.0,4,30,10,0,0.41067857,0.31113747,0.06341024
99299,7497.2,1047.24,56.51,16.2,2.14,0.0,4,30,11,0,0.40344033,0.2780057,0.06734479
99300,7508.8,1041.02,54.31,17.02,2.62,0.0,4,30,12,0,0.46150714,0.26970828,0.072463565
99301,6882.3,930.21,48.42,17.47,3.03,0.0,4,30,13,0,0.47662798,0.2691367,0.07687102
99302,5741.5,751.24,40.23,17.6,3.52,0.0,4,30,14,0,0.4242719,0.23902863,0.08078563
99303,4101.8,527.79,30.85,17.29,3.93,0.0,4,30,15,0,0.33463213,0.21762982,0.08378804
99304,2103.9,290.5,20.95,16.61,3.52,0.0,4,30,16,0,0.2974555,0.2675009,0.074084416
99305,494.6,82.31,11.01,15.43,3.17,0.0,4,30,17,0,0.32365763,0.36281273,0.06310591
99306,0.0,0.0,0.0,13.83,3.24,0.0,4,30,18,0,0.42964774,0.38019007,0.057416458
99307,0.0,0.0,0.0,12.8,3.38,0.0,4,30,19,0,0.56886846,0.5032674,0.04118774
99308,0.0,0.0,0.0,11.82,3.17,0.0,4,30,20,0,0.5795671,0.53008926,0.0379155
99309,0.0,0.0,0.0,10.9,3.03,0.0,4,30,21,0,0.5194939,0.4818441,0.05007067
99310,0.0,0.0,0.0,10.36,2.69,0.0,4,30,22,0,0.46502668,0.27095088,0.08526368
99311,0.0,0.0,0.0,9.74,0.9,0.0,4,30,23,0,0.34283283,0.17007233,0.100544766
37944,0.0,0.0,0.0,6.98,1.38,0.0,5,1,0,0,0.15403038,0.07733699,0.04988779
37945,0.0,0.0,0.0,6.41,1.17,0.0,5,1,1,0,0.053094175,0.031833023,0.05221461
37946,0.0,0.0,0.0,6.81,0.9,0.0,5,1,2,0,0.029001845,0.012308238,0.054179776
37947,0.0,0.0,0.0,7.07,1.1,0.0,5,1,3,0,0.01502176,0.012027829,0.05589422
37948,0.0,0.0,0.0,7.28,1.31,0.0,5,1,4,0,0.01780098,0.038228557,0.05148225
37949,506.1,84.79,11.19,7.56,1.24,0.0,5,1,5,0,0.033859033,0.1294503,0.03494054
37950,1978.6,264.27,21.12,9.15,1.17,0.0,5,1,6,0,0.13936067,0.38375995,0.0061718253
37951,3790.9,480.88,31.02,10.52,1.24,0.0,5,1,7,0,0.33034778,0.40934783,0.0042094914
37952,5253.1,683.48,40.43,12.21,1.17,0.0,5,1,8,0,0.38320836,0.36754957,0.0077185235
37953,6263.9,852.8,48.65,14.15,0.9,0.0,5,1,9,0,0.40064466,0.27436104,0.015358273
37954,6832.7,949.16,54.58,15.09,1.17,0.0,5,1,10,0,0.39830065,0.23986368,0.019096408
37955,6846.4,952.92,56.82,15.96,1.38,0.0,5,1,11,0,0.3957478,0.21400738,0.021159178
37956,6603.2,912.63,54.59,16.77,1.52,0.0,5,1,12,0,0.44144645,0.21375404,0.022812014
37957,5935.3,803.15,48.67,17.08,1.59,0.0,5,1,13,0,0.47271028,0.20407367,0.025981108
37958,5157.8,680.77,40.45,17.09,1.86,0.0,5,1,14,0,0.38786796,0.17946991,0.030001866
37959,3593.8,466.58,31.05,17.38,2.28,0.0,5,1,15,0,0.30382416,0.15999098,0.033093154
37960,1902.1,261.9,21.15,16.93,2.34,0.0,5,1,16,0,0.272228,0.20111498,0.027861707
37961,490.7,84.91,11.21,14.26,1.66,0.0,5,1,17,0,0.2890329,0.27376154,0.01963335
37962,0.0,0.0,0.0,13.09,0.69,0.0,5,1,18,0,0.38574117,0.2836367,0.010442632
37963,0.0,0.0,0.0,12.78,1.93,0.0,5,1,19,0,0.48338583,0.37612706,0.0057798107
37964,0.0,0.0,0.0,11.38,2.34,0.0,5,1,20,0,0.5037772,0.3959391,0.0050615547
37965,0.0,0.0,0.0,10.62,2.14,0.0,5,1,21,0,0.48678672,0.36060777,0.0067475457
37966,0.0,0.0,0.0,10.32,1.72,0.0,5,1,22,0,0.42456132,0.19689274,0.020151213
37967,0.0,0.0,0.0,9.87,1.72,0.0,5,1,23,0,0.31586662,0.12383832,0.049634907
37968,0.0,0.0,0.0,9.45,2.28,0.0,5,2,0,0,0.15734887,0.07852216,0.050366335
37969,0.0,0.0,0.0,9.43,2.48,0.0,5,2,1,0,0.054530784,0.03255239,0.052825384
37970,0.0,0.0,0.0,9.24,2.28,0.0,5,2,2,0,0.029764693,0.012456755,0.054472875
37971,0.0,0.0,0.0,8.88,2.28,0.0,5,2,3,0,0.015506268,0.012188971,0.05597467
37972,0.0,0.0,0.0,8.67,2.41,0.0,5,2,4,0,0.018052,0.03789149,0.05163212
37973,175.3,34.06,11.43,9.2,2.48,0.0,5,2,5,0,0.033712562,0.12884106,0.036256578
37974,1509.3,198.91,21.36,10.36,3.72,0.0,5,2,6,0,0.14003803,0.38345212,0.0062248344
37975,1961.2,250.36,31.27,12.04,3.24,0.0,5,2,7,0,0.32708266,0.40702057,0.004384124
37976,3816.0,481.83,40.68,13.53,2.97,0.0,5,2,8,0,0.38135964,0.36474633,0.0076348726
37977,4937.3,635.67,48.93,14.63,2.83,0.0,5,2,9,0,0.38709906,0.27020317,0.0135020865
37978,5228.0,682.34,54.88,15.96,2.83,0.0,5,2,10,0,0.37373963,0.24249138,0.017687857
37979,4855.5,634.52,57.12,16.69,2.62,0.0,5,2,11,0,0.3630871,0.21639502,0.0203493
37980,3957.8,512.85,54.87,17.52,2.83,0.0,5,2,12,0,0.40990368,0.21668091,0.022960372
37981,482.2,75.68,48.91,18.1,3.1,0.0,5,2,13,0,0.4447928,0.20640855,0.027218657
